drug_a	drug_b	cell_line	label	fold
Linsitinib	Pictilisib	T47D	0	1
Temozolomide	Crizotinib	HCC38	0	1
MK-2206	PD173074	MDA-MB-468	0	1
Pictilisib	MK-2206	MDA-MB-468	0	1
Trametinib	SCH772984	BT-483	0	1
MK-1775	Pictilisib	CAL-85-1	0	1
Palbociclib	Sapitinib	MDA-MB-157	0	1
OSI-027	Crizotinib	ZR-75-1	0	1
Olaparib	PD173074	BT-549	0	1
Crizotinib	Trametinib	SNU-C5	0	1
5-Fluorouracil	AZD7762	SW948	1	1
MK-1775	Wee1 Inhibitor	MDA-MB-231	0	1
Oxaliplatin	Paclitaxel	DAN-G	0	1
Trametinib	SB216763	ZR-75-1	0	1
Dactolisib	Ruxolitinib	HPAC	0	1
OSI-027	Wee1 Inhibitor	JIMT-1	0	1
Trametinib	MK-2206	HuP-T4	1	1
MK-2206	Cisplatin	T47D	0	1
Luminespib	Pictilisib	ZR-75-30	0	1
Sapitinib	MK-1775	LS-180	0	1
OSI-027	MK-1775	BxPC-3	0	1
5-Fluorouracil	Sorafenib	HDQ-P1	0	1
5-Fluorouracil	Taselisib	CAPAN-2	0	1
Dabrafenib	LGK974	COLO-205	0	1
Luminespib	5-Fluorouracil	HCC202	0	1
OSI-027	Ribociclib	HCC1500	0	1
SB505124	Olaparib	CW-2	0	1
Luminespib	Axitinib	HCC202	0	1
Dasatinib	Palbociclib	PA-TU-8988T	0	1
MK-1775	PD173074	HDQ-P1	0	1
Bortezomib	Alpelisib	ZR-75-30	0	1
Pictilisib	Alisertib	MDA-MB-453	0	1
SCH772984	Navitoclax	SNU-407	0	1
5-Fluorouracil	RO-3306	HCC38	0	1
PD173074	JQ1	OCUB-M	0	1
Pictilisib	NU7441	HCC1569	0	1
AZD7762	PD173074	OCUB-M	0	1
Linsitinib	Crizotinib	SNU-C1	0	1
Bortezomib	AZD6482	HCC1954	0	1
OSI-027	PF-4708671	HCC38	0	1
MK-1775	Temozolomide	HCC1395	0	1
Gemcitabine	Navitoclax	HPAC	1	1
Docetaxel	Ribociclib	T47D	0	1
Taselisib	BI-2536	MDA-MB-453	0	1
Trametinib	Erlotinib	YAPC	0	1
SCH772984	AZD8055	GP5d	0	1
Linsitinib	Docetaxel	HCC70	0	1
Sapitinib	MK-1775	MDA-MB-415	0	1
AZD4547	Dabrafenib	MDST8	0	1
Trametinib	JQ1	HCC1599	0	1
SCH772984	SB216763	GP5d	0	1
Crizotinib	PF-4708671	HCC1395	0	1
OSI-027	RO-3306	HDQ-P1	0	1
Olaparib	OSI-027	MDA-MB-468	0	1
Camptothecin	SCH772984	NCI-H508	0	1
Axitinib	Dabrafenib	HCC1143	0	1
Irinotecan	5-Fluorouracil	YAPC	0	1
Luminespib	RO-3306	HCC1500	0	1
Pictilisib	PD173074	MDA-MB-468	0	1
Navitoclax	Axitinib	MDA-MB-453	0	1
Dactolisib	Cisplatin	YAPC	0	1
Linsitinib	OSI-027	BT-549	0	1
Linsitinib	Vinorelbine	MDST8	0	1
Taselisib	Ribociclib	DU-4475	0	1
PD173074	MK-1775	ZR-75-1	0	1
Irinotecan	SCH772984	BxPC-3	0	1
Linsitinib	Doramapimod	HCC1954	0	1
Navitoclax	JQ1	HCC1428	1	1
AZD7762	MK-2206	NCI-H508	0	1
Trametinib	Alisertib	HCC2157	0	1
LGK974	Afatinib	COLO-678	0	1
Temozolomide	Gemcitabine	HCC70	0	1
Trametinib	AZD8055	MDA-MB-453	0	1
PD173074	ZM447439	DU-4475	0	1
Vinorelbine	Crizotinib	LS-513	0	1
Bortezomib	MK-2206	COLO-824	0	1
Pictilisib	Luminespib	MDA-MB-415	0	1
Pictilisib	Nilotinib	JIMT-1	1	1
Linsitinib	Dactolisib	YAPC	0	1
Gemcitabine	Doramapimod	UACC-893	0	1
MK-2206	Wee1 Inhibitor	CAL-51	0	1
Olaparib	Doramapimod	COLO-824	0	1
Vorinostat	AZD7762	OCUB-M	1	1
Bortezomib	Doramapimod	HCC2157	0	1
OSI-027	Docetaxel	HCC1395	0	1
Vinorelbine	Oxaliplatin	T84	0	1
Navitoclax	Taselisib	PL4	1	1
5-Fluorouracil	AZD6482	HCC1806	0	1
MK-2206	Dabrafenib	BT-483	0	1
Olaparib	KU-55933	BT-483	0	1
Docetaxel	Ribociclib	MDA-MB-453	0	1
Sapitinib	AZD8055	UACC-893	1	1
Taselisib	Dactolisib	MIA-PaCa-2	0	1
Vorinostat	Wee1 Inhibitor	HCC1500	1	1
SCH772984	Oxaliplatin	DAN-G	0	1
AZD7762	Trametinib	SNU-C5	0	1
Afatinib	SB505124	LS-180	0	1
Axitinib	Taselisib	CAL-51	0	1
Oxaliplatin	SCH772984	LS-180	0	1
Crizotinib	Sapitinib	MDA-MB-231	0	1
SCH772984	AZD8055	SNU-C5	0	1
Luminespib	Temozolomide	BT-549	0	1
Irinotecan	Linsitinib	BxPC-3	0	1
Crizotinib	Alpelisib	HCC1395	0	1
Olaparib	Pictilisib	DU-4475	0	1
Sapitinib	Venetoclax	ZR-75-1	0	1
5-Fluorouracil	Crizotinib	MDA-MB-330	0	1
Axitinib	Vorinostat	MDA-MB-468	0	1
Lapatinib	SCH772984	BxPC-3	1	1
Sapitinib	Bortezomib	MFM-223	0	1
LGK974	SCH772984	HPAC	0	1
Vinorelbine	Camptothecin	SNU-C1	0	1
Docetaxel	Uprosertib	OCUB-M	0	1
Axitinib	AZD6482	HCC1599	0	1
Luminespib	Cisplatin	CAL-85-1	0	1
Lapatinib	Uprosertib	HCC1428	0	1
5-Fluorouracil	MK-1775	SNU-81	0	1
Gemcitabine	Sorafenib	MDA-MB-453	0	1
Crizotinib	Cisplatin	CAL-148	0	1
Oxaliplatin	BMS-754807	LS-513	0	1
BMS-754807	SCH772984	NCI-H508	0	1
Irinotecan	Linsitinib	MIA-PaCa-2	1	1
Trametinib	5-Fluorouracil	HCC70	1	1
Docetaxel	BI-2536	HCC1395	0	1
Sorafenib	Dasatinib	YAPC	0	1
LGK974	AZD7762	PANC-04-03	0	1
MK-1775	ZM447439	CAL-51	1	1
Palbociclib	Alpelisib	BT-483	0	1
Pictilisib	Paclitaxel	OCUB-M	0	1
Lapatinib	Olaparib	BT-549	0	1
Afatinib	Trametinib	GP5d	0	1
Sorafenib	AZD7762	HuP-T4	0	1
Pictilisib	PF-4708671	HCC1500	1	1
AZD7762	Linsitinib	T47D	0	1
Navitoclax	Venetoclax	MDA-MB-157	0	1
Docetaxel	OSI-027	MFM-223	0	1
Paclitaxel	MK-2206	KP-4	0	1
MK-2206	Palbociclib	LS-513	0	1
MK-1775	Docetaxel	CAL-148	0	1
OSI-027	Dasatinib	YAPC	0	1
Olaparib	Ribociclib	HCC1954	0	1
Crizotinib	Oxaliplatin	BxPC-3	0	1
Lapatinib	Ribociclib	UACC-893	0	1
MK-1775	Taselisib	HCC1954	1	1
MK-1775	AZD6482	HCC1395	0	1
PD173074	SB216763	MFM-223	0	1
LGK974	Olaparib	GP5d	0	1
LGK974	MK-2206	COLO-320-HSR	0	1
Axitinib	Crizotinib	UACC-893	0	1
Taselisib	Oxaliplatin	CaR-1	0	1
Trametinib	Bortezomib	CAL-148	1	1
Olaparib	Doramapimod	HCC1428	0	1
Temozolomide	Gemcitabine	ZR-75-1	0	1
Crizotinib	Luminespib	CAL-85-1	0	1
5-Fluorouracil	Dasatinib	YAPC	0	1
Cisplatin	Trametinib	MDA-MB-330	0	1
Docetaxel	Trametinib	MDA-MB-468	0	1
Taselisib	Bortezomib	HCC1500	0	1
OSI-027	Navitoclax	MDA-MB-157	0	1
Olaparib	GSK269962A	JIMT-1	0	1
AZD7762	Nilotinib	HCC1395	0	1
Gemcitabine	SCH772984	DAN-G	1	1
BMS-754807	Olaparib	GP5d	0	1
Taselisib	Afatinib	MDA-MB-415	1	1
Navitoclax	Gemcitabine	MDA-MB-330	0	1
5-Fluorouracil	Axitinib	BT-549	0	1
Linsitinib	AZD7762	MDA-MB-231	0	1
Palbociclib	JQ1	JIMT-1	0	1
Linsitinib	Camptothecin	HCC2998	0	1
Olaparib	AZD7762	MDA-MB-453	0	1
Docetaxel	Alpelisib	DU-4475	0	1
Cisplatin	OSI-027	HDQ-P1	0	1
Crizotinib	Dactolisib	HuP-T4	0	1
Palbociclib	BMS-754807	SNU-C5	0	1
Linsitinib	OSI-027	SW1990	0	1
Olaparib	Crizotinib	PANC-04-03	0	1
Linsitinib	5-Fluorouracil	ZR-75-30	0	1
MK-2206	GSK269962A	MDA-MB-468	0	1
SB216763	Vinorelbine	C2BBe1	0	1
Axitinib	Paclitaxel	CAL-148	0	1
Navitoclax	BMS-754807	SW1116	0	1
Olaparib	Trametinib	UACC-893	0	1
Cisplatin	Axitinib	HCC1954	0	1
Navitoclax	KU-55933	HCC1954	0	1
AZD7762	Nilotinib	OCUB-M	0	1
Taselisib	Entinostat	CAL-51	0	1
Lapatinib	Paclitaxel	ZR-75-30	0	1
Navitoclax	Dabrafenib	MDA-MB-231	0	1
MK-1775	Gemcitabine	HPAC	1	1
Pictilisib	ZM447439	DU-4475	0	1
Trametinib	Crizotinib	BT-483	0	1
SB505124	AZD4547	NCI-H747	0	1
Cisplatin	PD173074	ZR-75-30	0	1
5-Fluorouracil	MK-2206	SNU-81	0	1
Palbociclib	Erlotinib	MZ1-PC	0	1
Trametinib	AZD7762	KP-4	0	1
Crizotinib	Bortezomib	HCC1500	0	1
Pictilisib	Nilotinib	HCC1143	0	1
Trametinib	PD173074	MDA-MB-415	0	1
Axitinib	Taselisib	HCC1428	0	1
Paclitaxel	AZD7762	PA-TU-8988T	0	1
Sapitinib	Navitoclax	LS-513	1	1
Oxaliplatin	AZD4547	T84	0	1
Oxaliplatin	Palbociclib	YAPC	0	1
Cisplatin	SCH772984	HuP-T4	1	1
AZD8055	SCH772984	T84	1	1
PD173074	Sorafenib	MDA-MB-231	0	1
Cisplatin	BI-2536	HCC1569	0	1
Palbociclib	Gemcitabine	HDQ-P1	0	1
Trametinib	Tozasertib	HCC1954	0	1
Sapitinib	Vinorelbine	T84	0	1
Palbociclib	Luminespib	MDA-MB-157	0	1
Crizotinib	AZD7762	UACC-893	0	1
Linsitinib	Bortezomib	MDA-MB-330	0	1
Oxaliplatin	Vinorelbine	CaR-1	0	1
AZD7762	Venetoclax	MDA-MB-453	0	1
Lapatinib	Tozasertib	CAL-148	0	1
Vinorelbine	Navitoclax	HCC2998	1	1
Erlotinib	Sorafenib	PL4	0	1
Erlotinib	Paclitaxel	MIA-PaCa-2	0	1
Irinotecan	Paclitaxel	CAPAN-2	0	1
Taselisib	5-Fluorouracil	MDA-MB-231	0	1
5-Fluorouracil	PF-4708671	HCC1143	0	1
Sapitinib	Wee1 Inhibitor	MDA-MB-453	0	1
Axitinib	OSI-027	MDA-MB-453	0	1
Navitoclax	OSI-027	HCC1395	0	1
Pictilisib	AZD7762	HCC202	0	1
Luminespib	MK-1775	T47D	0	1
Crizotinib	Taselisib	HCC1395	0	1
AZD7762	Afatinib	CW-2	0	1
Ruxolitinib	Erlotinib	PA-TU-8988T	0	1
AZD8055	Trametinib	COLO-320-HSR	0	1
Luminespib	Palbociclib	JIMT-1	0	1
OSI-027	Taselisib	ZR-75-1	0	1
Trametinib	Nilotinib	HCC1599	0	1
Vorinostat	AZD7762	HCC38	0	1
Lapatinib	Temozolomide	HDQ-P1	0	1
Linsitinib	Entinostat	HCC1428	0	1
MK-1775	AZD7762	HCC1569	0	1
Olaparib	Alisertib	UACC-893	0	1
Cisplatin	Wee1 Inhibitor	MDA-MB-231	0	1
LGK974	Trametinib	LS-123	0	1
MK-1775	Alpelisib	HCC1954	0	1
Sapitinib	AZD4547	CaR-1	1	1
Dasatinib	Navitoclax	KP-4	0	1
Docetaxel	SB216763	JIMT-1	0	1
Axitinib	Linsitinib	MFM-223	0	1
Navitoclax	Bortezomib	HCC2157	0	1
Docetaxel	OSI-027	HCC1500	0	1
Navitoclax	AZD4547	CaR-1	0	1
Linsitinib	GSK269962A	MDA-MB-330	0	1
Navitoclax	Cisplatin	HCC1599	0	1
Vorinostat	BI-2536	ZR-75-1	0	1
Luminespib	Cisplatin	HCC1599	0	1
Crizotinib	Navitoclax	PA-TU-8988T	1	1
Taselisib	BI-2536	MDA-MB-231	0	1
Sapitinib	Luminespib	OCUB-M	0	1
Navitoclax	Doramapimod	HCC1428	0	1
Docetaxel	Entinostat	MFM-223	0	1
Afatinib	SB505124	NCI-H508	0	1
Sorafenib	Oxaliplatin	CFPAC-1	0	1
Cisplatin	Vorinostat	DU-4475	0	1
Axitinib	Afatinib	MDA-MB-415	0	1
Trametinib	Ribociclib	HCC2157	0	1
5-Fluorouracil	MK-1775	HT-115	0	1
MK-1775	OSI-027	DAN-G	0	1
AZD4547	Camptothecin	HT-115	0	1
Pictilisib	Dabrafenib	CAL-51	0	1
Olaparib	GSK269962A	CAL-51	0	1
Sapitinib	Temozolomide	CAL-148	0	1
Cisplatin	Vorinostat	HCC38	0	1
Gemcitabine	ZM447439	HCC70	0	1
Trametinib	Venetoclax	CAL-148	0	1
Luminespib	Wee1 Inhibitor	HCC38	0	1
Palbociclib	MK-2206	BxPC-3	1	1
SCH772984	AZD8055	LS-123	0	1
AZD7762	PF-4708671	T47D	0	1
Temozolomide	MK-1775	CAL-51	0	1
Palbociclib	Sorafenib	CAL-85-1	0	1
Navitoclax	Ribociclib	CAL-51	0	1
Bortezomib	PD173074	UACC-893	0	1
Axitinib	Gemcitabine	HCC1143	0	1
Oxaliplatin	Dabrafenib	COLO-678	0	1
Navitoclax	5-Fluorouracil	PANC-04-03	0	1
Axitinib	PF-4708671	JIMT-1	0	1
Bortezomib	BI-2536	OCUB-M	0	1
Trametinib	JQ1	HCC2157	0	1
BMS-754807	Oxaliplatin	MDST8	0	1
Trametinib	Crizotinib	MFM-223	0	1
Temozolomide	PD173074	MDA-MB-415	0	1
Dabrafenib	AZD8055	MDST8	0	1
Lapatinib	PF-4708671	HDQ-P1	0	1
Palbociclib	SCH772984	MDA-MB-415	0	1
Gemcitabine	SCH772984	HCC1428	0	1
Navitoclax	PD173074	HCC38	1	1
Oxaliplatin	Trametinib	T84	0	1
Cisplatin	Palbociclib	MDA-MB-415	0	1
5-Fluorouracil	Pictilisib	DU-4475	1	1
MK-1775	AZD7762	HCC1599	0	1
MK-1775	Cisplatin	HCC70	0	1
Luminespib	Gemcitabine	COLO-824	0	1
5-Fluorouracil	AZD7762	HCC1500	1	1
Cisplatin	PD173074	CAL-148	0	1
Pictilisib	Trametinib	HCC1569	1	1
Trametinib	BMS-754807	CaR-1	0	1
Trametinib	Dabrafenib	SW1116	0	1
Dactolisib	OSI-027	SUIT-2	0	1
Axitinib	Bortezomib	UACC-893	0	1
OSI-027	Cisplatin	MDA-MB-468	0	1
AZD7762	PD173074	HCC1395	0	1
PD173074	5-Fluorouracil	HCC1954	0	1
Trametinib	BI-2536	HCC1428	0	1
Temozolomide	Doramapimod	COLO-824	0	1
Camptothecin	LGK974	SNU-1040	0	1
SCH772984	Paclitaxel	KP-4	0	1
Trametinib	GSK269962A	T47D	0	1
SB505124	MK-1775	COLO-678	0	1
Palbociclib	Crizotinib	BT-549	0	1
Axitinib	Gemcitabine	MFM-223	0	1
Cisplatin	SCH772984	HCC1395	0	1
Afatinib	Navitoclax	HT-115	1	1
Linsitinib	Camptothecin	SNU-407	0	1
Trametinib	PD173074	CAL-85-1	0	1
Taselisib	Lapatinib	MDA-MB-453	0	1
Linsitinib	Palbociclib	CAPAN-2	0	1
Navitoclax	RO-3306	MDA-MB-231	0	1
MK-2206	Dabrafenib	CAL-51	0	1
Olaparib	Lapatinib	KP-1N	0	1
BMS-754807	AZD4547	SW1116	0	1
Docetaxel	AZD6482	MDA-MB-453	0	1
Pictilisib	Paclitaxel	HCC1806	0	1
PD173074	Navitoclax	ZR-75-1	0	1
Luminespib	AZD6482	HCC38	0	1
Oxaliplatin	Paclitaxel	PA-TU-8988T	0	1
Crizotinib	Camptothecin	COLO-678	0	1
Cisplatin	Oxaliplatin	YAPC	0	1
AZD7762	Uprosertib	MDA-MB-453	0	1
OSI-027	Dasatinib	HPAC	1	1
Camptothecin	LGK974	LS-180	0	1
Bortezomib	Navitoclax	MDA-MB-453	0	1
Bortezomib	PF-4708671	HCC2157	0	1
Bortezomib	Palbociclib	MDA-MB-468	0	1
Vorinostat	JQ1	OCUB-M	1	1
Navitoclax	Olaparib	HPAC	0	1
Irinotecan	Erlotinib	KP-1N	1	1
Linsitinib	5-Fluorouracil	MZ1-PC	0	1
Paclitaxel	Dasatinib	CFPAC-1	0	1
Luminespib	Paclitaxel	HCC2157	0	1
PD173074	Afatinib	MDA-MB-415	0	1
PD173074	Alpelisib	BT-483	0	1
Sorafenib	Galunisertib	SUIT-2	0	1
Luminespib	Lapatinib	MDA-MB-231	0	1
Bortezomib	Sapitinib	HCC2157	0	1
Crizotinib	Alpelisib	HCC38	0	1
Olaparib	Alpelisib	MDA-MB-468	0	1
Lapatinib	AZD6482	HCC1143	0	1
Pictilisib	NU7441	HCC1806	0	1
Olaparib	Ruxolitinib	DAN-G	0	1
5-Fluorouracil	MK-1775	HCC1395	0	1
Bortezomib	Docetaxel	HCC1569	0	1
Luminespib	Nilotinib	MDA-MB-453	0	1
Taselisib	Wee1 Inhibitor	CAL-51	0	1
SCH772984	MK-2206	T84	1	1
SCH772984	Navitoclax	CFPAC-1	1	1
SB505124	Camptothecin	SNU-407	0	1
Trametinib	Dabrafenib	COLO-205	0	1
AZD7762	AZD8055	MDA-MB-415	0	1
Linsitinib	Navitoclax	HT-115	0	1
Gemcitabine	Crizotinib	MDA-MB-157	0	1
Olaparib	JQ1	HCC1143	0	1
Navitoclax	GSK269962A	JIMT-1	1	1
MK-1775	Nilotinib	HCC38	0	1
SCH772984	AZD7762	SW948	0	1
Taselisib	Trametinib	HCC1954	1	1
Palbociclib	LGK974	MZ1-PC	0	1
AZD4547	Taselisib	COLO-320-HSR	0	1
Vinorelbine	5-Fluorouracil	SW1116	0	1
Trametinib	Irinotecan	PANC-08-13	0	1
Bortezomib	Olaparib	HCC1395	0	1
Docetaxel	SCH772984	COLO-824	0	1
AZD7762	Uprosertib	BT-483	0	1
MK-1775	Taselisib	HCC2998	0	1
Crizotinib	Vorinostat	JIMT-1	0	1
Dactolisib	Navitoclax	HPAC	0	1
BMS-754807	Sapitinib	LS-513	0	1
MK-2206	GSK269962A	CAL-51	0	1
Crizotinib	SCH772984	ZR-75-30	0	1
Lapatinib	Uprosertib	HCC1569	0	1
MK-1775	GSK269962A	HCC70	0	1
Docetaxel	Alpelisib	BT-483	0	1
Pictilisib	Alpelisib	HCC2157	0	1
5-Fluorouracil	Vinorelbine	SNU-1040	0	1
Docetaxel	Lapatinib	HCC1395	0	1
Cisplatin	MK-2206	HCC38	0	1
AZD7762	ZM447439	ZR-75-1	0	1
AZD7762	LGK974	SUIT-2	0	1
Palbociclib	Sorafenib	KP-4	0	1
SB216763	Oxaliplatin	HT-115	0	1
Gemcitabine	Ruxolitinib	HuP-T4	0	1
Gemcitabine	BI-2536	HCC2157	0	1
Linsitinib	AZD6482	BT-483	0	1
SB216763	LGK974	COLO-320-HSR	0	1
Cisplatin	Linsitinib	SUIT-2	0	1
Luminespib	PF-4708671	OCUB-M	0	1
Temozolomide	Afatinib	COLO-824	0	1
Vorinostat	Docetaxel	CAL-51	0	1
AZD4547	Oxaliplatin	MDST8	0	1
Sorafenib	Trametinib	YAPC	0	1
Crizotinib	SCH772984	BT-483	0	1
AZD4547	SB505124	NCI-H716	0	1
Crizotinib	Camptothecin	COLO-205	0	1
Cisplatin	Navitoclax	MDA-MB-157	0	1
Linsitinib	Dabrafenib	CAL-85-1	0	1
Sapitinib	Entinostat	MDA-MB-453	0	1
Cisplatin	Navitoclax	SUIT-2	0	1
Lapatinib	Vorinostat	HCC1806	0	1
Axitinib	BI-2536	HCC1428	0	1
Linsitinib	Tozasertib	COLO-824	0	1
OSI-027	KU-55933	T47D	0	1
Olaparib	Luminespib	CAL-51	0	1
Taselisib	SCH772984	GP5d	0	1
Luminespib	JQ1	CAL-85-1	0	1
Trametinib	Sapitinib	SNU-C5	0	1
Cisplatin	Docetaxel	MDA-MB-415	0	1
Cisplatin	MK-2206	HCC1428	0	1
SB505124	Palbociclib	COLO-320-HSR	0	1
5-Fluorouracil	JQ1	UACC-893	0	1
Sapitinib	Camptothecin	DU-4475	0	1
Bortezomib	Gemcitabine	HCC1428	1	1
Dabrafenib	SB505124	SNU-C5	0	1
Erlotinib	Lapatinib	DAN-G	0	1
Trametinib	Dasatinib	PANC-08-13	1	1
Luminespib	NU7441	ZR-75-30	0	1
Oxaliplatin	5-Fluorouracil	COLO-205	0	1
Taselisib	MK-2206	HCC1500	0	1
Palbociclib	Linsitinib	CFPAC-1	0	1
Palbociclib	Vorinostat	HCC1395	0	1
Palbociclib	GSK269962A	HCC1806	0	1
Temozolomide	Paclitaxel	OCUB-M	0	1
Luminespib	SCH772984	HCC1428	0	1
Bortezomib	Paclitaxel	HCC1428	0	1
Taselisib	AZD8055	HCC1143	0	1
Galunisertib	SCH772984	HPAC	0	1
Pictilisib	PD173074	HCC202	0	1
SB505124	Sapitinib	LS-513	0	1
Taselisib	Pictilisib	HCC1954	0	1
Taselisib	RO-3306	UACC-893	0	1
AZD7762	Crizotinib	LS-123	0	1
AZD7762	MK-1775	NCI-H716	0	1
Temozolomide	Cisplatin	MDA-MB-468	0	1
Dabrafenib	Olaparib	SNU-C1	0	1
Taselisib	MK-2206	ZR-75-1	0	1
Camptothecin	Oxaliplatin	COLO-678	0	1
OSI-027	Lapatinib	PA-TU-8988T	0	1
MK-1775	Entinostat	UACC-893	0	1
Palbociclib	Lapatinib	HCC2157	0	1
Linsitinib	Olaparib	HCC1569	0	1
Axitinib	Navitoclax	ZR-75-30	0	1
Axitinib	SB216763	HCC1428	0	1
Luminespib	Palbociclib	UACC-893	0	1
Camptothecin	SB505124	C2BBe1	0	1
MK-2206	Sapitinib	MDA-MB-415	0	1
Taselisib	LGK974	CAPAN-2	0	1
Sapitinib	Palbociclib	HCC1500	0	1
MK-2206	Taselisib	GP5d	0	1
Lapatinib	SCH772984	HCC2157	0	1
AZD8055	Crizotinib	LS-123	0	1
Temozolomide	Entinostat	HCC1500	0	1
Taselisib	Alisertib	BT-549	0	1
Oxaliplatin	LGK974	COLO-320-HSR	0	1
Vorinostat	Lapatinib	MDA-MB-468	0	1
AZD7762	Lapatinib	ZR-75-30	0	1
Trametinib	Alpelisib	JIMT-1	0	1
Navitoclax	5-Fluorouracil	MIA-PaCa-2	0	1
AZD7762	ZM447439	HCC2157	0	1
SB216763	Navitoclax	CW-2	0	1
Gemcitabine	SB216763	CAL-85-1	0	1
MK-1775	Luminespib	HCC70	0	1
Paclitaxel	Ruxolitinib	PA-TU-8988T	0	1
OSI-027	Paclitaxel	ZR-75-1	0	1
Linsitinib	Navitoclax	SW948	0	1
Trametinib	Gemcitabine	CAL-85-1	0	1
Crizotinib	MK-2206	HCC70	0	1
Sapitinib	Docetaxel	MDA-MB-231	0	1
Luminespib	Uprosertib	CAL-148	0	1
Temozolomide	SCH772984	UACC-893	0	1
Ruxolitinib	Lapatinib	HPAC	0	1
Axitinib	Afatinib	MDA-MB-157	0	1
AZD7762	Linsitinib	HCC70	0	1
AZD7762	Palbociclib	HCC1500	0	1
Sapitinib	Pictilisib	HCC1428	0	1
Galunisertib	Sorafenib	BxPC-3	0	1
Taselisib	Uprosertib	HCC1428	0	1
Bortezomib	GSK269962A	HCC38	0	1
Linsitinib	Navitoclax	SW1990	0	1
Vorinostat	NU7441	ZR-75-30	0	1
AZD8055	AZD7762	LS-513	0	1
Gemcitabine	Camptothecin	MDA-MB-468	0	1
MK-2206	SCH772984	HuP-T4	1	1
Bortezomib	NU7441	UACC-893	0	1
Taselisib	AZD7762	SW1990	0	1
Linsitinib	Temozolomide	UACC-893	0	1
Olaparib	Navitoclax	HCC38	0	1
MK-2206	Lapatinib	DAN-G	0	1
Linsitinib	AZD7762	SW1990	0	1
LGK974	Trametinib	PANC-04-03	0	1
AZD8055	Trametinib	CaR-1	1	1
OSI-027	Alpelisib	CAL-51	0	1
5-Fluorouracil	Navitoclax	BT-549	0	1
Docetaxel	Palbociclib	HCC1569	0	1
PD173074	SCH772984	CAL-148	0	1
Crizotinib	NU7441	ZR-75-30	0	1
Vorinostat	MK-1775	MDA-MB-157	0	1
Temozolomide	Alisertib	HDQ-P1	0	1
Oxaliplatin	Dabrafenib	SNU-C1	0	1
Vinorelbine	Olaparib	HT-29	0	1
Palbociclib	Navitoclax	JIMT-1	0	1
OSI-027	Palbociclib	MIA-PaCa-2	0	1
Vinorelbine	Navitoclax	CaR-1	1	1
Navitoclax	AZD4547	COLO-205	1	1
Gemcitabine	Olaparib	CAL-148	0	1
PD173074	Olaparib	HCC1569	0	1
Trametinib	Dasatinib	CAPAN-2	1	1
Crizotinib	RO-3306	MDA-MB-415	0	1
Camptothecin	MK-1775	HT-115	0	1
Pictilisib	AZD8055	HCC1569	0	1
Vinorelbine	SB216763	SNU-407	0	1
Axitinib	Lapatinib	MDA-MB-157	0	1
Palbociclib	PF-4708671	HCC1395	0	1
Bortezomib	Gemcitabine	ZR-75-1	0	1
SCH772984	Palbociclib	GP5d	0	1
Lapatinib	Paclitaxel	MDA-MB-231	0	1
5-Fluorouracil	ZM447439	BT-549	0	1
Linsitinib	AZD6482	MDA-MB-330	0	1
Crizotinib	Axitinib	HCC1599	0	1
Pictilisib	OSI-027	DU-4475	1	1
Luminespib	Tozasertib	MFM-223	0	1
LGK974	Olaparib	CaR-1	0	1
Oxaliplatin	Palbociclib	SNU-C1	0	1
Olaparib	MK-2206	T84	0	1
Camptothecin	Sapitinib	SNU-407	0	1
SB216763	Sapitinib	COLO-205	0	1
Camptothecin	Crizotinib	SNU-C5	0	1
Gemcitabine	BI-2536	ZR-75-1	0	1
OSI-027	Oxaliplatin	KP-1N	0	1
Sapitinib	Luminespib	HCC1806	0	1
OSI-027	Cisplatin	UACC-893	0	1
Sapitinib	MK-1775	BT-483	0	1
Navitoclax	Linsitinib	HPAC	0	1
5-Fluorouracil	Gemcitabine	PANC-08-13	0	1
Crizotinib	Dabrafenib	HCC1428	0	1
Pictilisib	Bortezomib	HCC1428	0	1
PD173074	Paclitaxel	BT-483	0	1
OSI-027	Alisertib	MDA-MB-157	0	1
Palbociclib	Tozasertib	DU-4475	0	1
MK-2206	Galunisertib	HuP-T4	0	1
Crizotinib	Navitoclax	CW-2	0	1
Olaparib	Doramapimod	HCC1806	0	1
Palbociclib	Docetaxel	UACC-893	0	1
Vorinostat	Sorafenib	HCC1599	0	1
Gemcitabine	Pictilisib	HCC1143	0	1
OSI-027	Oxaliplatin	PA-TU-8988T	0	1
Olaparib	Taselisib	MDA-MB-468	0	1
PD173074	ZM447439	HCC1500	1	1
Ruxolitinib	5-Fluorouracil	PANC-08-13	0	1
MK-2206	BI-2536	MDA-MB-415	1	1
MK-1775	OSI-027	PL4	0	1
AZD7762	Navitoclax	HCC38	0	1
Luminespib	MK-2206	BT-483	0	1
Cisplatin	Erlotinib	PANC-04-03	0	1
Palbociclib	SCH772984	ZR-75-1	0	1
Lapatinib	Pictilisib	HCC1143	0	1
Vorinostat	Afatinib	MDA-MB-468	0	1
Bortezomib	Axitinib	T47D	0	1
Paclitaxel	Palbociclib	HuP-T4	0	1
Gemcitabine	Luminespib	UACC-893	0	1
Olaparib	Sorafenib	DAN-G	0	1
SCH772984	SB505124	NCI-H747	0	1
Sapitinib	Nilotinib	HDQ-P1	0	1
Paclitaxel	Navitoclax	KP-4	1	1
Afatinib	AZD8055	MDST8	0	1
Palbociclib	SB505124	SNU-C5	0	1
